brand_slug,brand_name,origem,total,verified_inci,catalog_only,kits,non_hair,pct_inci,termo_volume,termo_inci,status_geral,acao
revlon-professional,Revlon Professional,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
rg-professional,RG Professional,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
richee-professional,Richée Professional,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
rie-salon-pro,Riè Salon-Pro,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
rienza,Rienza,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
risa-professional,Risa Professional,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
rita-hazan,Rita Hazan,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
rivenna-professional,Rivenna Professional,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
robson-peluquero,Robson Peluquero,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
roger,Roger,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
ros,Ros,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
rosa-amazonica,Rosa Amazônica,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
rossano-ferretti-parma,Rossano Ferretti Parma,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
roswell-club,Roswell Club,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
route-66,Route 66,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
royal-d,Royal.d,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
royal-professional,Royal Professional,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
roza-raiz-cosmeticos,Roza Raiz Cosméticos,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
rubelita-professional,Rubelita Professional,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
ruggero-cosmeticos,Ruggero Cosméticos,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
rusk,Rusk,internacional,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
s-o-s-beleza-brasileira,S.O.S Beleza Brasileira,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
sachajuan,Sachajuan,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
salles-profissional,Salles Profissional,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
sallore,Sallore,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
salvatore-cosmeticos-hair-pro,Salvatore Cosméticos - Hair Pro,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
sanliss-profissional,Sanliss Profissional,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
schwarzkopf-professional,Schwarzkopf Professional,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
sebastian-professional,Sebastian Professional,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
seed-phytonutrients,Seed Phytonutrients,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
segredo-dela,Segredo Dela,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
senapack,Senapack,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
sexy-hair-concepts,Sexy Hair Concepts,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
sheamoisture,SheaMoisture,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
shine-blue,Shine Blue,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
shiseido,Shiseido,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
sillage,Sillage,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
simbioze-amazonica,Simbioze Amazônica,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
simple-b,Simple B,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
sisley,Sisley,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
skala,Skala,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
slide-cosmeticos,Slide Cosméticos,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
sobelle,Sobelle,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
sobrebarba,Sobrebarba,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
soft-color,Soft Color,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
soft-hair,Soft Hair,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
sollido,Sóllido,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
sorali-cosmetics,Sorali Cosmetics,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
soul-care,Soul Care,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
soul-power,Soul Power,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
soulta,Soulta,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
southliss-cosmeticos,SouthLiss Cosméticos,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
starlab,Starlab,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
stellar-beauty,Stellar Beauty,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
stephen-knoll,Stephen Knoll,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
stijl,Stijl,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
storia-maro,Storia Maro,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
strass,Strass,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
strong-barber,Strong Barber,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
stuff-anti-frizz,Stuff Anti Frizz,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
superbia,Supérbia,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
taiff,Taiff,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
tangle-teezer,Tangle Teezer,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
teimoso,Teimoso,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
terumy-acessorios,Terumy Acessórios,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
the-body-shop,The Body Shop,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
the-ordinary,The Ordinary,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
the-organic-pharmacy,The Organic Pharmacy,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
three,THREE,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
three-therapy,Three Therapy,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
tigi-bed-head-catwalk,TIGI Bed Head / Catwalk,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
tio-nacho,Tío Nacho,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
toplife-profissional,Toplife Profissional,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
total-lissy,Total Lissy,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
tra-la-la,Trá Lá Lá,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
tri-baum,Tri-Baum,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
tricomin-clinical,Tricomin Clinical,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
tridium-cosmeticos,Tridium Cosméticos,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
triskle,Triskle,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
troia-hair-cosmetics,Tróia Hair Cosmetics,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
truss,TRUSS,nacional,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
tsubaki,Tsubaki,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
tyrrel,Tyrrel,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
tzaha-professional-hair-excelence,Tzaha Professional Hair Excelence,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
uhse,Uhse,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
ulumee,Ulumee,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
unilever,Unilever,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
unite,Unite,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
up2you,Up2You,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
uppercut-deluxe,Uppercut Deluxe,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
usk,USK,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
vancouver,Vancouver,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
ve-de-verdade,Vê de Verdade,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
vedis,Vedis,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
veinira,Veinira,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
venceslaufarma,Venceslaufarma,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
venille-professional,Venille Professional,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
verde-brasil-cosmeticos,Verde Brasil Cosméticos,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
verdena,Verdena,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
vertix,Vertix,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
via-aroma,Via Aroma,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
vichy,Vichy,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
vicka-care,Vicka Care,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
victoria-hair,Victoria Hair,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
victorine-profissional,Victorine Profissional,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
vira-cosmeticos,Virá Cosméticos,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
virtue,Virtue,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
vita-seiva,Vita Seiva,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
vitaderm,Vitaderm,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
vital-x-repair-professional,Vital X Repair Professional,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
vitalab,Vitalab,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
vizcaya,Vizcaya,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
vizeme-cosmeticos,Vizeme Cosméticos,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
voga,Voga,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
wella-professionals,Wella Professionals,nacional,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
wellux-professional,Wellux Professional,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
wen,Wen,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
wess-professional,Wess Professional,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
wet-brush,Wet Brush,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
world-queen,World Queen,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
yabae,Yabae,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
yama,Yamá,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
yamy,Yamy!,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
yantra-cosmeticos,Yantra Cosmeticos,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
yasmin-beauty,Yasmin Beauty,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
ybera-paris,YBERA PARIS,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
yenzah,Yenzah,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
ykas,Ykas,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
you-man-grooming,You Man Grooming,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
ytrend,YTREND,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
zaila-professional,Zaila Professional,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
zap-cosmeticos,Zap Cosméticos,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
ziel-natural-cosmetics,Ziel Natural Cosmetics,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
zoca,Zoca,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
zuher-cosmeticos,Zuher Cosméticos,outras,0,0,0,0,0,0.0,🔴 vazio,⚪ N/A,🔴 VAZIA,RE-SCRAPE (marca ausente)
